work_id,author_id
https://openalex.org/W2169456326,https://openalex.org/A5111957142
https://openalex.org/W2169456326,https://openalex.org/A5027700148
https://openalex.org/W2169456326,https://openalex.org/A5071496329
https://openalex.org/W2169456326,https://openalex.org/A5026426674
https://openalex.org/W2169456326,https://openalex.org/A5026460408
https://openalex.org/W2169456326,https://openalex.org/A5067538373
https://openalex.org/W1995945562,https://openalex.org/A5108567924
https://openalex.org/W1995945562,https://openalex.org/A5027340494
https://openalex.org/W2116199508,https://openalex.org/A5098505189
https://openalex.org/W2116199508,https://openalex.org/A5061396853
https://openalex.org/W2116199508,https://openalex.org/A5018954657
https://openalex.org/W3214923421,https://openalex.org/A5055013660
https://openalex.org/W2030966943,https://openalex.org/A5110931656
https://openalex.org/W2132632499,https://openalex.org/A5007823743
https://openalex.org/W2132632499,https://openalex.org/A5050197338
https://openalex.org/W2132632499,https://openalex.org/A5110852504
https://openalex.org/W2132632499,https://openalex.org/A5067791761
https://openalex.org/W2132632499,https://openalex.org/A5109177049
https://openalex.org/W2132632499,https://openalex.org/A5100680948
https://openalex.org/W2126105956,https://openalex.org/A5088394271
https://openalex.org/W2126105956,https://openalex.org/A5003443596
https://openalex.org/W2126105956,https://openalex.org/A5110225207
https://openalex.org/W2126105956,https://openalex.org/A5066045362
https://openalex.org/W2159306398,https://openalex.org/A5024894593
https://openalex.org/W2156909104,https://openalex.org/A5062753972
https://openalex.org/W2311203695,https://openalex.org/A5100680948
https://openalex.org/W2311203695,https://openalex.org/A5067791761
https://openalex.org/W2311203695,https://openalex.org/A5007823743
https://openalex.org/W2019465613,https://openalex.org/A5068520992
https://openalex.org/W2097382368,https://openalex.org/A5039921905
https://openalex.org/W2097382368,https://openalex.org/A5004328524
https://openalex.org/W2097382368,https://openalex.org/A5054655496
https://openalex.org/W2097382368,https://openalex.org/A5111422885
https://openalex.org/W2097382368,https://openalex.org/A5090607558
https://openalex.org/W3118615836,https://openalex.org/A5089979303
https://openalex.org/W3118615836,https://openalex.org/A5015844348
https://openalex.org/W3118615836,https://openalex.org/A5061726857
https://openalex.org/W3118615836,https://openalex.org/A5065028933
https://openalex.org/W3118615836,https://openalex.org/A5090700680
https://openalex.org/W3118615836,https://openalex.org/A5031204654
https://openalex.org/W3118615836,https://openalex.org/A5091561305
https://openalex.org/W3118615836,https://openalex.org/A5076572041
https://openalex.org/W3118615836,https://openalex.org/A5041615321
https://openalex.org/W3118615836,https://openalex.org/A5012486829
https://openalex.org/W3118615836,https://openalex.org/A5070442023
https://openalex.org/W3118615836,https://openalex.org/A5003504334
https://openalex.org/W3118615836,https://openalex.org/A5054403907
https://openalex.org/W3118615836,https://openalex.org/A5110728949
https://openalex.org/W3118615836,https://openalex.org/A5007813511
https://openalex.org/W3118615836,https://openalex.org/A5072760500
https://openalex.org/W3118615836,https://openalex.org/A5054045289
https://openalex.org/W3118615836,https://openalex.org/A5055917772
https://openalex.org/W3118615836,https://openalex.org/A5074391235
https://openalex.org/W3118615836,https://openalex.org/A5037094305
https://openalex.org/W3118615836,https://openalex.org/A5082927689
https://openalex.org/W3118615836,https://openalex.org/A5090183643
https://openalex.org/W3118615836,https://openalex.org/A5074901391
https://openalex.org/W3118615836,https://openalex.org/A5029006782
https://openalex.org/W3118615836,https://openalex.org/A5077388783
